Id,Name,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementDate,DisbursementGross,SBA_Appv,GrAppv
114,0,0,0.0,0,0,0,0,0.5499153976311336,0,0,26,1,0,0,2,52,460000,391000,460000
115,0,0,0.0,0,0,0,1,0.19120135363790186,1,1,28,0,0,0,0,23,41000,32800,41000
116,1,0,0.075,0,1,1,0,0.7851099830795262,1,1,38,1,0,0,3,45,109701,25000,50000
117,0,0,0.0,0,0,0,0,0.5008460236886633,1,0,26,1,0,0,1,19,319173,239380,319173
118,0,0,0.0,0,0,0,1,0.22165820642978004,1,0,29,0,0,0,0,27,30000,24000,30000
119,1,0,0.025,0,2,0,0,0.2470389170896785,1,0,39,1,0,0,1,7,81300,40650,81300
120,1,0,0.0375,0,2,0,0,0.06598984771573604,1,0,39,0,0,0,0,25,190000,142500,190000
121,1,0,0.0375,0,1,0,0,0.5431472081218274,1,1,34,0,0,0,1,22,150000,127500,150000
122,1,0,0.1,9,1,1,0,0.8849407783417935,1,1,37,1,0,0,2,1,69247,25000,50000
123,1,0,0.075,0,1,1,0,0.8849407783417935,1,1,37,1,0,0,3,34,60803,12500,25000
124,0,0,0.0,0,0,0,0,0.001692047377326565,0,1,28,1,0,0,3,45,150000,112500,150000
125,0,0,0.0625,0,2,1,0,0.8747884940778342,1,1,38,1,0,0,3,51,70000,17500,35000
126,1,0,0.0625,0,1,0,0,0.6582064297800339,1,1,37,1,0,0,1,47,100000,127500,150000
127,1,0,0.0,0,0,0,1,0.001692047377326565,0,0,27,1,0,0,0,27,100000,80000,100000
128,1,1,0.0625,0,1,0,0,0.4534686971235194,1,1,34,0,0,0,1,33,375000,281250,375000
129,1,0,0.0,0,1,0,1,0.3874788494077834,1,1,34,1,0,0,0,30,15000,12750,15000
130,1,0,0.0375,0,1,0,0,0.9526226734348562,1,1,38,0,0,0,3,45,25000,12500,25000
131,0,1,0.075,0,1,1,0,0.21996615905245348,1,0,40,1,0,0,1,11,19000,5000,10000
132,1,0,0.0,0,2,0,0,0.5939086294416244,1,1,36,0,0,0,0,7,175000,131250,175000
133,1,0,0.0125,0,1,0,0,0.6852791878172588,1,1,36,1,0,0,3,14,75000,37500,75000
134,1,0,0.0,0,1,0,0,0.5025380710659898,1,1,35,0,1,0,0,24,750000,562500,750000
135,1,0,0.0,0,0,0,0,0.001692047377326565,0,0,17,1,0,0,1,19,110000,99000,110000
136,1,0,0.0,0,0,0,0,0.19458544839255495,1,0,29,1,0,0,2,38,200500,150375,200500
137,1,0,0.025,0,1,1,0,0.7868020304568528,1,1,38,0,0,0,3,16,81000,35000,70000
138,0,0,0.0875,0,1,0,0,0.04737732656514383,1,0,41,0,0,0,0,36,246497,184873,246497
139,0,0,0.0,0,1,0,0,0.4027072758037225,1,0,34,0,1,0,1,20,500000,375000,500000
140,1,0,0.0,0,0,0,0,0.001692047377326565,0,0,14,0,1,0,1,30,418400,292880,418400
141,0,0,0.0125,0,1,1,0,0.9153976311336718,1,1,38,1,0,0,3,51,25000,12500,25000
142,1,0,0.0375,0,1,1,0,0.001692047377326565,1,0,40,1,0,0,0,7,88494,25000,50000
143,1,0,0.0,0,1,0,0,0.01015228426395939,1,0,32,0,0,0,1,39,86000,86000,86000
144,1,0,0.0125,0,2,1,0,0.7868020304568528,1,1,37,1,0,0,3,45,44034,12500,25000
145,1,0,0.125,0,1,0,0,0.4382402707275804,1,1,34,0,0,0,1,24,162500,121875,162500
146,1,0,0.1,0,1,1,0,0.8510998307952623,1,1,37,1,0,0,3,45,137842,25000,50000
147,1,0,0.0,0,0,0,0,0.3316412859560068,1,0,24,0,0,0,3,27,105000,84000,105000
149,0,0,0.1375,0,1,0,0,0.3570219966159052,1,1,34,0,0,0,2,38,299000,224250,299000
150,1,0,0.0,0,0,0,0,0.19796954314720813,0,0,29,0,0,0,3,27,459000,344250,459000
151,1,0,0.0375,0,1,1,0,0.9170896785109984,1,1,37,1,0,0,1,33,80740,10000,20000
152,1,0,0.0,0,1,0,0,0.9018612521150592,1,1,36,0,0,0,3,16,12500,6250,12500
153,1,0,0.0625,0,1,0,0,0.5617597292724196,1,1,35,1,0,0,3,45,50000,25000,50000
154,1,0,1.0,0,1,0,0,0.7868020304568528,1,1,38,1,1,0,3,24,2000000,1500000,2000000
155,0,0,0.0125,0,1,0,0,0.8307952622673435,1,1,37,1,0,0,2,47,50000,42500,50000
156,1,0,0.05,0,2,1,0,0.09475465313028764,1,0,40,1,0,0,1,24,99948,25000,50000
157,1,0,0.025,0,1,0,0,0.8054145516074449,1,1,38,1,0,0,3,24,12500,10625,12500
158,1,0,0.1,0,1,0,0,0.7868020304568528,1,1,37,1,0,0,3,16,100000,50000,100000
159,0,0,0.0,10,1,0,0,0.7021996615905245,1,1,36,1,0,0,1,27,290000,217500,290000
160,0,0,0.0625,0,1,1,0,0.7021996615905245,1,1,36,1,0,0,3,16,59200,25000,50000
161,1,0,0.0,0,0,0,0,0.3130287648054145,1,0,30,0,1,0,1,38,33700,16850,33700
162,1,0,0.0375,0,1,0,0,0.5939086294416244,1,1,36,1,0,0,3,14,35000,17500,35000
163,0,0,0.0,0,1,1,0,0.034690100792612574,1,1,34,1,0,0,1,22,10000,5000,10000
164,1,0,0.0375,0,1,1,0,0.5871404399323181,1,1,35,1,0,0,3,52,25000,12500,25000
165,1,0,0.15,0,2,0,0,0.6971235194585449,1,1,36,0,1,0,2,50,150000,112500,150000
166,1,0,0.0375,0,1,1,0,0.7868020304568528,1,1,37,0,0,0,1,20,100031,15000,30000
168,1,0,0.0125,0,2,1,0,0.7343485617597293,1,1,36,0,0,0,3,16,39818,10000,20000
169,1,0,0.0625,0,1,1,0,0.27749576988155666,1,0,33,1,0,0,3,16,35000,17500,35000
170,1,0,0.025,0,1,1,0,0.21996615905245348,1,1,34,0,0,0,3,16,5000,2500,5000
171,0,0,0.0,0,0,0,0,0.00338409475465313,0,0,18,1,0,0,0,9,350000,297500,350000
172,0,0,0.0,11,1,0,1,0.7783417935702199,1,1,36,1,1,1,0,9,130000,110500,130000
173,1,0,0.0,0,0,0,0,0.15228426395939088,0,0,27,0,1,0,0,24,100000,70000,100000
174,1,0,0.1375,0,1,1,0,0.6514382402707276,1,1,38,0,0,0,3,52,94080,17500,35000
175,0,0,0.0,0,2,0,1,0.2554991539763113,1,0,31,0,1,0,1,15,50000,40000,50000
176,1,0,0.0375,0,1,0,0,1.0,1,1,38,1,0,0,3,45,25000,12500,25000
177,0,0,0.0,0,0,0,0,0.3790186125211506,0,0,25,0,0,0,1,49,175000,131250,175000
178,0,0,0.05,0,1,0,0,0.7495769881556683,1,1,36,1,0,0,2,14,100000,50000,100000
179,1,0,0.0,0,0,0,0,0.21996615905245348,0,0,21,0,0,0,1,27,198198,178500,210000
180,1,0,0.0125,0,1,1,0,0.9373942470389169,1,1,38,1,0,0,3,52,130086,25000,50000
181,1,0,0.0,0,0,0,0,0.018612521150592216,0,0,14,1,1,0,0,49,239000,239000,239000
182,1,0,0.025,0,1,0,0,0.7512690355329951,1,1,38,0,0,0,3,24,5000,4250,5000
183,1,0,0.0,0,0,0,0,0.001692047377326565,0,0,26,1,0,0,3,7,205000,153750,205000
184,0,0,0.0125,0,1,1,0,0.19796954314720813,1,0,40,1,0,0,3,34,38880,10000,20000
185,1,0,0.0,0,1,0,0,0.2554991539763113,1,0,33,1,1,0,1,38,199257,150000,200000
186,1,0,0.0625,0,2,0,0,0.6971235194585449,1,1,36,0,0,0,3,14,25000,12500,25000
187,1,0,0.0,0,1,0,0,0.2554991539763113,1,0,31,1,1,0,0,45,590000,398250,590000
188,1,0,0.0,0,0,0,0,0.19796954314720813,0,0,29,0,0,0,1,4,150000,112500,150000
189,1,0,0.0,0,2,0,0,0.5939086294416244,1,1,35,1,0,0,3,14,35000,17500,35000
190,1,0,0.05,0,1,0,0,0.9526226734348562,1,1,38,1,0,0,2,35,25000,21250,25000
191,1,0,0.0625,0,0,0,0,0.02030456852791878,1,0,26,0,1,0,0,39,179000,179000,179000
192,1,0,0.0125,0,2,0,0,0.9018612521150592,1,1,37,1,0,0,3,14,15000,7500,15000
193,1,2,0.0,0,1,0,0,0.01353637901861252,1,0,31,0,1,0,0,38,1000000,1000000,1000000
194,1,0,0.0,12,0,0,0,0.16751269035532995,0,1,29,0,0,1,3,24,60000,48000,60000
195,1,0,0.65,0,1,1,0,0.8510998307952623,1,1,36,1,1,0,3,45,343281,62500,125000
196,1,0,0.0125,0,1,0,0,0.8054145516074449,1,1,38,1,0,0,3,51,82000,22500,45000
197,1,0,0.125,13,1,0,0,0.4230118443316413,1,0,35,0,0,0,2,13,1629020,999988,1630000
198,1,0,0.025,0,2,0,0,0.8747884940778342,1,1,38,1,0,0,3,34,310000,232500,310000
199,0,0,0.15,0,1,1,0,0.9526226734348562,1,1,38,0,1,0,3,52,64321,20000,40000
200,1,0,0.0,0,1,0,0,0.34348561759729274,1,0,34,0,0,0,0,24,425000,318750,425000
201,1,0,0.1375,0,1,0,0,0.910321489001692,1,1,37,1,1,0,1,38,130000,110500,130000
202,1,0,0.0,0,0,0,0,0.18612521150592215,0,0,29,1,0,0,2,52,267000,200250,267000
203,1,0,0.0,0,0,0,0,0.2588832487309645,0,0,24,1,1,0,3,13,155000,124000,155000
204,0,0,0.0,0,0,0,1,0.6988155668358714,0,0,26,0,0,0,1,8,99000,89100,99000
205,1,0,0.05,0,2,0,0,0.9475465313028764,1,1,38,1,0,0,0,52,52000,26000,52000
206,1,0,0.1,0,0,0,0,0.3130287648054145,1,0,30,1,0,0,2,38,185000,138750,185000
207,1,0,0.0,0,1,1,0,0.6091370558375635,1,1,36,1,0,0,3,51,12000,6000,12000
208,0,0,0.0,0,1,1,0,0.6582064297800339,1,1,37,1,0,0,0,20,16792,5000,10000
209,1,0,0.0125,0,1,1,0,0.5617597292724196,1,1,35,1,0,0,3,16,19981,2500,5000
210,1,0,0.1,14,1,0,0,0.7868020304568528,1,1,37,1,0,0,0,8,116760,58380,116760
211,1,0,0.075,0,1,1,0,0.9035532994923858,1,1,37,1,0,0,3,51,160928,50000,100000
212,1,0,0.0875,0,2,0,0,0.6091370558375635,1,1,39,1,0,0,1,24,100000,85000,100000
213,0,0,0.275,0,2,1,0,0.6091370558375635,1,1,36,1,1,0,1,22,175000,87500,175000
214,0,0,0.0125,0,1,0,0,0.910321489001692,1,1,37,0,0,0,1,19,42300,21150,42300
215,1,0,0.025,0,1,0,0,0.7021996615905245,1,1,36,0,0,0,3,13,75000,37500,75000
216,0,0,0.0,0,0,1,0,0.5025380710659898,1,0,35,1,2,0,0,51,861376,562500,750000
217,1,0,0.025,0,1,0,0,0.2808798646362098,1,1,33,1,0,0,1,24,150000,127500,150000
218,1,0,0.05,0,1,0,0,0.4382402707275804,1,1,34,1,0,0,3,24,310000,232500,310000
219,0,0,0.0625,0,1,1,0,0.7868020304568528,1,1,37,1,0,0,3,52,133364,25000,50000
220,1,0,0.0,0,1,0,0,0.23181049069373946,1,1,30,0,0,0,2,24,49818,40000,50000
221,1,0,0.0,15,2,0,1,0.24534686971235195,0,0,31,0,1,0,1,24,93000,74400,93000
222,1,0,0.2125,0,0,1,0,0.1996615905245347,1,0,30,0,1,0,3,24,100000,50000,100000
223,1,0,0.0375,0,1,0,0,0.2927241962774958,1,1,34,1,0,0,3,5,247500,185625,247500
224,0,0,0.0125,0,1,0,0,0.8307952622673435,1,1,38,0,0,0,3,14,40000,20000,40000
225,1,0,0.0,0,0,0,0,0.5329949238578681,1,0,25,0,0,0,2,24,398000,298500,398000
226,1,0,0.0125,0,1,1,0,0.910321489001692,1,1,37,1,0,0,3,45,57391,15000,30000
227,0,0,0.0,16,0,0,0,0.3197969543147208,0,0,24,1,0,0,0,23,1100000,749980,1100000
228,1,0,0.025,0,1,1,0,0.4179357021996616,1,1,34,0,0,0,3,16,8579,2500,5000
229,1,0,0.0375,0,2,1,0,0.9170896785109984,1,1,37,1,0,0,1,27,18100,2500,5000
230,1,0,0.0125,0,1,1,0,0.5431472081218274,1,1,34,1,0,0,3,16,225967,37500,75000
231,1,0,0.0625,0,1,1,0,0.2673434856175973,1,0,33,1,0,0,3,16,90088,31050,62100
232,0,1,0.025,17,1,0,0,0.07614213197969544,1,0,40,0,0,0,0,38,570000,513000,570000
233,1,0,0.025,0,1,1,0,0.6582064297800339,1,1,34,0,0,0,3,16,35000,17500,35000
234,1,0,0.075,0,2,1,0,0.9441624365482234,1,1,38,1,0,0,3,45,78299,25000,50000
235,0,0,0.05,0,1,0,0,0.6091370558375635,1,1,39,1,0,0,3,34,215700,161775,215700
236,1,0,0.0125,0,0,0,0,0.3976311336717428,1,1,34,1,0,0,3,24,5000,4250,5000
237,1,0,0.0125,0,1,0,0,0.9475465313028764,1,1,38,1,0,0,0,11,294000,220500,294000
238,1,0,0.2,0,1,1,0,0.4382402707275804,1,1,39,1,1,0,3,45,78755,19000,38000
239,0,0,0.0,0,1,0,0,0.8849407783417935,1,1,37,0,0,0,0,39,150000,127500,150000
240,0,0,0.025,0,1,1,0,0.7851099830795262,1,1,38,1,0,0,2,45,20000,10000,20000
241,1,0,0.0,0,1,0,0,0.005076142131979695,1,0,31,1,1,0,1,38,30170,187500,250000
242,1,0,0.1875,0,1,1,0,0.6548223350253807,1,0,31,0,1,0,3,43,50000,25000,50000
243,0,0,0.0,0,0,0,1,0.16751269035532995,0,0,29,1,0,0,2,45,25213,24000,30000
244,1,0,0.15,0,1,0,0,0.6514382402707276,1,1,38,1,1,0,2,34,50000,25000,50000
245,0,0,0.0375,0,1,0,0,0.4382402707275804,1,0,39,1,0,0,0,7,96000,85000,100000
246,1,0,0.0375,0,1,1,0,0.7512690355329951,1,1,37,1,0,0,3,34,62178,40000,80000
247,1,0,0.0,0,0,0,0,0.29780033840947545,0,0,24,0,0,0,0,8,100000,90000,100000
248,0,0,0.075,0,1,1,0,0.637901861252115,1,1,39,1,0,0,3,45,46180,12500,25000
249,1,0,0.025,0,1,1,0,0.2554991539763113,1,0,32,1,0,0,3,16,70208,25000,50000
250,1,0,0.05,0,1,1,0,0.311336717428088,1,0,39,0,0,0,3,52,39376,10000,20000
251,1,0,0.0875,0,1,0,0,0.5025380710659898,1,1,35,1,0,0,3,52,10000,5000,10000
252,1,0,0.0375,0,2,0,0,0.001692047377326565,1,0,40,1,0,0,0,38,35000,35000,35000
253,1,0,0.1125,0,0,0,0,0.018612521150592216,0,0,27,0,1,0,0,41,315000,315000,315000
254,1,0,0.0125,0,1,0,0,0.7275803722504229,1,1,35,1,0,0,3,14,35000,17500,35000
255,1,0,0.0625,0,2,1,0,0.7868020304568528,1,1,37,0,0,0,3,34,35244,10000,20000
256,1,0,0.025,0,1,0,0,0.9441624365482234,1,1,38,1,0,0,3,14,50000,25000,50000
257,1,0,0.025,0,2,0,0,0.8747884940778342,1,1,38,1,0,0,0,19,56500,28250,56500
258,1,0,0.075,0,1,0,0,0.17089678510998307,1,0,40,1,0,0,3,24,12500,11250,12500
259,0,0,0.0,0,0,0,1,0.6040609137055838,0,0,26,0,0,0,1,20,40000,36000,40000
260,1,0,0.125,0,1,1,0,0.155668358714044,1,0,40,0,0,0,1,31,45576,17500,35000
261,1,0,0.0125,0,1,1,0,0.2554991539763113,1,0,33,1,0,0,3,16,254150,10000,20000
262,0,0,0.0125,0,1,0,0,0.01692047377326565,1,0,43,1,0,0,1,30,150000,127500,150000
263,0,0,0.0875,0,1,0,0,0.6582064297800339,1,1,37,1,0,0,3,51,36400,13500,27000
264,0,0,0.0625,0,1,0,0,0.4382402707275804,1,1,39,1,0,0,1,24,100000,85000,100000
