Id,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementDate
103,1,0,0.1875,0,1,0,0,0.6345177664974619
104,1,0,0.0125,0,2,1,0,0.6920473773265652
105,0,0,0.025,0,1,0,0,0.001692047377326565
106,1,0,0.0375,0,1,0,0,0.9035532994923858
107,0,0,0.05,0,1,1,0,0.9475465313028765
108,1,0,0.0125,0,1,1,0,0.5617597292724196
109,1,0,0.5625,0,1,0,0,0.9526226734348562
110,1,0,0.0,0,0,1,0,0.2808798646362098
111,0,0,0.0,0,0,0,1,0.2182741116751269
112,1,0,0.025,0,1,0,0,0.2825719120135364
113,1,0,0.0625,0,1,1,0,0.8307952622673435
114,0,0,0.0,0,0,0,0,0.5499153976311336
115,0,0,0.0,0,0,0,1,0.19120135363790186
116,1,0,0.075,0,1,1,0,0.7851099830795262
117,0,0,0.0,0,0,0,0,0.5008460236886633
118,0,0,0.0,0,0,0,1,0.22165820642978004
119,1,0,0.025,0,2,0,0,0.2470389170896785
120,1,0,0.0375,0,2,0,0,0.06598984771573604
121,1,0,0.0375,0,1,0,0,0.5431472081218274
122,1,0,0.1,9,1,1,0,0.8849407783417935
123,1,0,0.075,0,1,1,0,0.8849407783417935
124,0,0,0.0,0,0,0,0,0.001692047377326565
125,0,0,0.0625,0,2,1,0,0.8747884940778342
126,1,0,0.0625,0,1,0,0,0.6582064297800339
127,1,0,0.0,0,0,0,1,0.001692047377326565
128,1,1,0.0625,0,1,0,0,0.45346869712351945
129,1,0,0.0,0,1,0,1,0.38747884940778343
130,1,0,0.0375,0,1,0,0,0.9526226734348562
131,0,1,0.075,0,1,1,0,0.21996615905245348
132,1,0,0.0,0,2,0,0,0.5939086294416244
133,1,0,0.0125,0,1,0,0,0.6852791878172588
134,1,0,0.0,0,1,0,0,0.5025380710659898
135,1,0,0.0,0,0,0,0,0.001692047377326565
136,1,0,0.0,0,0,0,0,0.19458544839255498
137,1,0,0.025,0,1,1,0,0.7868020304568528
138,0,0,0.0875,0,1,0,0,0.047377326565143825
139,0,0,0.0,0,1,0,0,0.4027072758037225
140,1,0,0.0,0,0,0,0,0.001692047377326565
141,0,0,0.0125,0,1,1,0,0.9153976311336718
142,1,0,0.0375,0,1,1,0,0.001692047377326565
143,1,0,0.0,0,1,0,0,0.01015228426395939
144,1,0,0.0125,0,2,1,0,0.7868020304568528
145,1,0,0.125,0,1,0,0,0.43824027072758037
146,1,0,0.1,0,1,1,0,0.8510998307952623
147,1,0,0.0,0,0,0,0,0.3316412859560068
148,1,0,0.0,0,0,0,0,0.2098138747884941
149,0,0,0.1375,0,1,0,0,0.3570219966159052
150,1,0,0.0,0,0,0,0,0.19796954314720813
151,1,0,0.0375,0,1,1,0,0.9170896785109983
152,1,0,0.0,0,1,0,0,0.9018612521150592
153,1,0,0.0625,0,1,0,0,0.5617597292724196
154,1,0,1.0,0,1,0,0,0.7868020304568528
155,0,0,0.0125,0,1,0,0,0.8307952622673435
156,1,0,0.05,0,2,1,0,0.09475465313028765
157,1,0,0.025,0,1,0,0,0.805414551607445
158,1,0,0.1,0,1,0,0,0.7868020304568528
159,0,0,0.0,10,1,0,0,0.7021996615905245
160,0,0,0.0625,0,1,1,0,0.7021996615905245
161,1,0,0.0,0,0,0,0,0.3130287648054145
162,1,0,0.0375,0,1,0,0,0.5939086294416244
163,0,0,0.0,0,1,1,0,0.034690100792612574
164,1,0,0.0375,0,1,1,0,0.5871404399323181
165,1,0,0.15,0,2,0,0,0.6971235194585449
166,1,0,0.0375,0,1,1,0,0.7868020304568528
167,0,0,0.0,0,0,0,0,0.21996615905245348
168,1,0,0.0125,0,2,1,0,0.7343485617597293
169,1,0,0.0625,0,1,1,0,0.27749576988155666
170,1,0,0.025,0,1,1,0,0.21996615905245348
171,0,0,0.0,0,0,0,0,0.00338409475465313
172,0,0,0.0,11,1,0,1,0.7783417935702199
173,1,0,0.0,0,0,0,0,0.15228426395939088
174,1,0,0.1375,0,1,1,0,0.6514382402707276
175,0,0,0.0,0,2,0,1,0.25549915397631134
176,1,0,0.0375,0,1,0,0,1.0
177,0,0,0.0,0,0,0,0,0.3790186125211506
178,0,0,0.05,0,1,0,0,0.7495769881556683
179,1,0,0.0,0,0,0,0,0.21996615905245348
180,1,0,0.0125,0,1,1,0,0.937394247038917
181,1,0,0.0,0,0,0,0,0.018612521150592216
182,1,0,0.025,0,1,0,0,0.751269035532995
183,1,0,0.0,0,0,0,0,0.001692047377326565
184,0,0,0.0125,0,1,1,0,0.19796954314720813
185,1,0,0.0,0,1,0,0,0.25549915397631134
186,1,0,0.0625,0,2,0,0,0.6971235194585449
187,1,0,0.0,0,1,0,0,0.25549915397631134
188,1,0,0.0,0,0,0,0,0.19796954314720813
189,1,0,0.0,0,2,0,0,0.5939086294416244
190,1,0,0.05,0,1,0,0,0.9526226734348562
191,1,0,0.0625,0,0,0,0,0.02030456852791878
192,1,0,0.0125,0,2,0,0,0.9018612521150592
193,1,2,0.0,0,1,0,0,0.01353637901861252
194,1,0,0.0,12,0,0,0,0.16751269035532995
195,1,0,0.65,0,1,1,0,0.8510998307952623
196,1,0,0.0125,0,1,0,0,0.805414551607445
197,1,0,0.125,13,1,0,0,0.4230118443316413
198,1,0,0.025,0,2,0,0,0.8747884940778342
199,0,0,0.15,0,1,1,0,0.9526226734348562
200,1,0,0.0,0,1,0,0,0.34348561759729274
201,1,0,0.1375,0,1,0,0,0.9103214890016921
202,1,0,0.0,0,0,0,0,0.18612521150592218
203,1,0,0.0,0,0,0,0,0.25888324873096447
204,0,0,0.0,0,0,0,1,0.6988155668358714
205,1,0,0.05,0,2,0,0,0.9475465313028765
206,1,0,0.1,0,0,0,0,0.3130287648054145
207,1,0,0.0,0,1,1,0,0.6091370558375635
208,0,0,0.0,0,1,1,0,0.6582064297800339
209,1,0,0.0125,0,1,1,0,0.5617597292724196
210,1,0,0.1,14,1,0,0,0.7868020304568528
211,1,0,0.075,0,1,1,0,0.9035532994923858
212,1,0,0.0875,0,2,0,0,0.6091370558375635
213,0,0,0.275,0,2,1,0,0.6091370558375635
214,0,0,0.0125,0,1,0,0,0.9103214890016921
215,1,0,0.025,0,1,0,0,0.7021996615905245
216,0,0,0.0,0,0,1,0,0.5025380710659898
217,1,0,0.025,0,1,0,0,0.2808798646362098
218,1,0,0.05,0,1,0,0,0.43824027072758037
219,0,0,0.0625,0,1,1,0,0.7868020304568528
220,1,0,0.0,0,1,0,0,0.23181049069373943
221,1,0,0.0,15,2,0,1,0.24534686971235195
222,1,0,0.2125,0,0,1,0,0.1996615905245347
223,1,0,0.0375,0,1,0,0,0.2927241962774958
224,0,0,0.0125,0,1,0,0,0.8307952622673435
225,1,0,0.0,0,0,0,0,0.5329949238578681
226,1,0,0.0125,0,1,1,0,0.9103214890016921
227,0,0,0.0,16,0,0,0,0.3197969543147208
228,1,0,0.025,0,1,1,0,0.4179357021996616
229,1,0,0.0375,0,2,1,0,0.9170896785109983
230,1,0,0.0125,0,1,1,0,0.5431472081218274
231,1,0,0.0625,0,1,1,0,0.2673434856175973
232,0,1,0.025,17,1,0,0,0.07614213197969544
233,1,0,0.025,0,1,1,0,0.6582064297800339
234,1,0,0.075,0,2,1,0,0.9441624365482234
235,0,0,0.05,0,1,0,0,0.6091370558375635
236,1,0,0.0125,0,0,0,0,0.3976311336717428
237,1,0,0.0125,0,1,0,0,0.9475465313028765
238,1,0,0.2,0,1,1,0,0.43824027072758037
239,0,0,0.0,0,1,0,0,0.8849407783417935
240,0,0,0.025,0,1,1,0,0.7851099830795262
241,1,0,0.0,0,1,0,0,0.005076142131979695
242,1,0,0.1875,0,1,1,0,0.6548223350253807
243,0,0,0.0,0,0,0,1,0.16751269035532995
244,1,0,0.15,0,1,0,0,0.6514382402707276
245,0,0,0.0375,0,1,0,0,0.43824027072758037
246,1,0,0.0375,0,1,1,0,0.751269035532995
247,1,0,0.0,0,0,0,0,0.29780033840947545
248,0,0,0.075,0,1,1,0,0.637901861252115
249,1,0,0.025,0,1,1,0,0.25549915397631134
250,1,0,0.05,0,1,1,0,0.311336717428088
251,1,0,0.0875,0,1,0,0,0.5025380710659898
252,1,0,0.0375,0,2,0,0,0.001692047377326565
253,1,0,0.1125,0,0,0,0,0.018612521150592216
254,1,0,0.0125,0,1,0,0,0.727580372250423
255,1,0,0.0625,0,2,1,0,0.7868020304568528
256,1,0,0.025,0,1,0,0,0.9441624365482234
257,1,0,0.025,0,2,0,0,0.8747884940778342
258,1,0,0.075,0,1,0,0,0.17089678510998307
259,0,0,0.0,0,0,0,1,0.6040609137055838
260,1,0,0.125,0,1,1,0,0.155668358714044
261,1,0,0.0125,0,1,1,0,0.25549915397631134
262,0,0,0.0125,0,1,0,0,0.01692047377326565
263,0,0,0.0875,0,1,0,0,0.6582064297800339
264,0,0,0.0625,0,1,0,0,0.43824027072758037
265,0,0,0.0,0,1,0,0,0.25380710659898476
266,1,0,0.1875,0,1,0,0,0.727580372250423
267,0,0,0.0125,0,1,0,0,0.9475465313028765
268,1,0,0.0625,0,1,1,0,0.7478849407783418
269,1,0,0.0,0,0,0,1,0.637901861252115
270,1,0,0.025,0,1,0,0,0.7343485617597293
271,1,0,0.0,0,0,0,0,0.2436548223350254
272,0,0,0.0375,0,1,1,0,0.8510998307952623
273,0,0,0.0,11,0,0,0,0.2182741116751269
274,1,0,0.0125,0,1,1,0,0.6700507614213198
275,1,0,0.0625,0,1,1,0,0.6514382402707276
276,1,0,0.0,0,0,0,0,0.01353637901861252
277,1,0,0.0,0,0,0,0,0.21658206429780033
278,1,0,0.0,0,2,0,1,0.26903553299492383
279,1,0,0.0,0,0,0,1,0.15228426395939088
280,1,0,0.0375,0,1,0,0,0.9035532994923858
281,1,0,0.0375,0,1,0,0,0.001692047377326565
282,0,0,0.0,0,2,0,1,0.5211505922165821
283,0,0,0.0,0,1,0,1,0.22504230118443316
284,1,0,0.375,0,1,0,0,0.7478849407783418
285,0,0,0.0125,18,1,0,0,0.2808798646362098
286,1,0,0.05,0,2,1,0,0.8510998307952623
287,1,0,0.0,19,0,0,0,0.2182741116751269
288,1,0,0.0625,0,1,0,0,0.00338409475465313
289,0,0,0.0125,0,1,0,0,0.7868020304568528
290,1,0,0.0375,0,1,0,0,0.9441624365482234
291,0,0,0.0,0,0,0,1,0.34856175972927245
292,1,0,0.075,0,1,1,0,0.21150592216582065
293,1,0,0.075,0,1,1,0,0.5025380710659898
294,1,0,0.125,0,1,1,0,0.9475465313028765
295,1,0,0.0,20,0,0,0,0.1996615905245347
296,0,0,0.025,0,1,0,0,0.6582064297800339
297,1,0,0.0125,0,1,1,0,0.24873096446700507
298,1,0,0.0,0,0,0,0,0.25380710659898476
299,0,0,0.0,0,0,0,0,0.5499153976311336
300,1,0,0.0125,0,1,1,0,0.7343485617597293
301,0,0,0.0,12,1,0,0,0.21489001692047377
302,1,0,0.0,21,0,0,0,0.25888324873096447
303,1,0,0.0,0,0,0,0,0.22165820642978004
304,1,0,0.05,0,1,0,0,0.6514382402707276
305,1,0,0.0125,0,1,0,0,0.023688663282571912
306,0,0,0.125,22,1,0,0,0.8307952622673435
307,1,0,0.0375,0,1,0,0,0.9103214890016921
308,1,0,0.0,0,0,0,0,0.2436548223350254
309,1,0,0.0,0,1,0,0,0.727580372250423
310,0,0,0.0,0,0,0,0,0.5008460236886633
311,0,0,0.0625,11,1,0,0,0.4027072758037225
312,0,0,0.0,0,0,0,1,0.22165820642978004
313,1,0,0.0125,0,1,0,0,0.6514382402707276
314,1,0,0.0,0,1,1,0,0.7478849407783418
315,1,0,0.0125,0,1,1,0,0.8510998307952623
316,1,0,0.0,0,0,0,0,0.22504230118443316
317,1,0,0.0,23,1,0,0,0.2808798646362098
318,1,1,0.0,0,1,1,0,0.015228426395939087
319,1,0,0.05,0,1,0,0,0.6345177664974619
320,1,0,0.0375,0,1,0,0,0.2927241962774958
321,1,0,0.0375,0,2,0,0,0.6852791878172588
322,1,0,0.0,0,1,0,0,0.25380710659898476
323,1,1,0.0125,0,1,0,0,0.7021996615905245
324,1,0,0.0,0,1,0,1,0.2825719120135364
325,0,0,0.0125,0,2,1,0,0.155668358714044
326,1,0,0.0125,0,1,1,0,0.49238578680203043
327,1,0,0.0375,0,1,0,0,0.2656514382402707
328,1,0,0.025,0,1,1,0,0.15905245346869712
329,1,0,0.0,0,0,0,1,0.6988155668358714
330,0,0,0.0125,0,1,1,0,1.0
331,1,0,0.2125,0,1,0,0,0.24027072758037224
332,0,0,0.625,0,1,1,0,0.034690100792612574
333,0,0,0.0,0,0,0,1,0.6040609137055838
334,1,0,0.5125,0,2,1,0,0.17089678510998307
335,1,0,0.0,0,1,1,0,0.1658206429780034
336,0,1,0.0,0,0,0,0,0.01692047377326565
337,1,0,0.0,0,2,0,1,0.5854483925549916
338,1,0,0.0,0,2,0,1,0.22165820642978004
339,1,0,0.0625,0,1,1,0,0.001692047377326565
340,1,1,0.0,0,0,0,0,0.028764805414551606
341,1,0,0.175,0,0,0,0,0.5854483925549916
342,1,0,0.05,0,1,1,0,0.7868020304568528
343,1,0,0.025,0,1,0,0,0.9526226734348562
344,1,0,0.075,0,1,1,0,0.43824027072758037
345,1,0,0.1125,0,2,0,0,0.41455160744500846
346,1,0,0.0,0,1,0,0,0.005076142131979695
347,1,0,0.1125,0,1,1,0,0.6920473773265652
348,1,0,0.0,0,1,0,1,0.25549915397631134
349,1,0,0.0,0,0,0,0,0.15228426395939088
350,1,0,0.0,0,0,0,0,0.00338409475465313
351,1,0,0.0,0,0,0,0,0.3840947546531303
352,1,0,0.0,0,0,0,1,0.19796954314720813
353,1,0,0.0,0,1,0,0,0.9475465313028765
354,1,0,0.0,12,0,0,1,0.18274111675126903
355,1,1,0.0,0,1,0,0,0.008460236886632826
356,0,0,0.0125,24,1,0,0,0.727580372250423
357,0,0,0.0125,0,1,1,0,0.07614213197969544
358,1,0,0.0,25,1,0,0,0.45346869712351945
359,0,0,0.0625,0,1,1,0,0.034690100792612574
360,1,0,0.0375,0,1,1,0,0.2927241962774958
361,1,0,0.0,0,0,0,1,0.5329949238578681
362,1,0,0.225,0,1,1,0,0.2470389170896785
363,1,0,0.025,0,1,1,0,0.8747884940778342
364,1,0,0.375,0,2,0,0,0.9441624365482234
365,1,0,0.0125,0,1,1,0,0.6091370558375635
366,1,0,0.0125,0,1,0,0,0.4230118443316413
367,1,0,0.0,0,1,0,1,0.2470389170896785
368,1,0,0.0125,0,1,0,0,0.8747884940778342
369,0,0,0.05,0,2,1,0,0.9475465313028765
370,1,0,0.1375,0,1,1,0,0.4027072758037225
371,1,0,0.025,0,1,1,0,0.9475465313028765
372,1,0,0.0875,0,1,0,0,0.9526226734348562
373,0,0,0.0,0,0,0,0,0.20812182741116753
374,1,0,0.0,0,2,0,0,0.34348561759729274
375,0,0,0.0,0,0,0,1,0.20642978003384094
376,1,0,0.0,0,0,0,0,0.19120135363790186
377,1,0,0.05,0,1,0,0,0.9441624365482234
378,1,0,0.0375,0,1,1,0,0.6345177664974619
379,1,0,0.0625,0,1,0,0,0.6971235194585449
380,1,0,0.4375,0,1,1,0,0.61082910321489
381,1,0,0.0625,0,2,0,0,0.751269035532995
382,1,0,0.05,0,1,1,0,0.7851099830795262
383,1,0,0.0,0,1,1,0,0.9526226734348562
384,1,0,0.0625,0,1,1,0,0.45346869712351945
385,1,0,0.0,0,2,0,1,0.23181049069373943
386,1,0,0.625,0,1,1,0,0.8950930626057529
387,0,0,0.0,0,0,0,0,0.00338409475465313
388,0,0,0.0125,0,2,0,0,0.6700507614213198
389,1,0,0.0375,0,1,0,0,0.5854483925549916
390,1,0,0.0,0,0,0,0,0.2622673434856176
391,1,0,0.0,0,0,0,0,0.001692047377326565
392,0,0,0.0,0,0,0,0,0.6040609137055838
393,1,0,0.1,0,1,0,0,0.5296108291032149
394,0,0,0.0125,0,1,0,0,0.26903553299492383
395,0,0,0.025,0,2,1,0,0.8307952622673435
396,1,0,0.2375,0,2,1,0,0.49238578680203043
397,1,0,0.0625,0,1,1,0,0.9153976311336718
398,1,0,0.0625,0,2,0,0,0.6514382402707276
399,0,0,0.0,0,0,0,0,0.001692047377326565
400,1,0,0.1375,0,1,1,0,0.5854483925549916
401,1,0,0.0,0,0,0,0,0.001692047377326565
402,0,0,0.1625,0,1,0,0,0.9526226734348562
403,1,0,0.0,0,1,0,1,0.6971235194585449
404,1,0,0.0375,0,1,1,0,0.7868020304568528
405,0,0,0.05,26,1,0,0,0.7851099830795262
406,0,0,0.0,0,1,1,0,0.9153976311336718
407,0,0,0.0,0,1,0,0,0.3976311336717428
408,0,0,0.0,0,0,0,0,0.3790186125211506
409,1,0,0.0,0,0,0,0,0.29780033840947545
410,1,0,0.0125,0,1,0,0,0.2182741116751269
411,1,0,0.025,0,1,0,0,0.2673434856175973
412,1,0,0.0625,0,1,1,0,0.7343485617597293
413,1,0,0.0125,0,1,1,0,0.8307952622673435
414,1,0,0.0625,0,1,1,0,1.0
415,1,0,0.025,0,1,0,0,0.2656514382402707
416,1,0,0.0,0,0,0,0,0.34856175972927245
417,1,0,0.0,0,0,0,0,0.27749576988155666
418,0,0,0.0,0,0,0,0,0.18781725888324874
419,1,0,0.0125,0,1,0,0,0.7343485617597293
420,1,0,0.0,0,0,0,0,0.005076142131979695
421,1,0,0.4125,0,1,0,0,0.7783417935702199
422,1,0,0.0,0,0,0,0,0.02707275803722504
423,1,0,0.0375,0,1,0,0,0.6852791878172588
424,0,1,0.0,27,1,0,0,0.5025380710659898
425,1,0,0.0625,0,1,0,0,0.005076142131979695
426,1,1,0.15,0,1,0,0,0.3570219966159052
427,1,1,0.25,0,0,0,0,0.018612521150592216
428,1,0,0.0,0,1,0,0,0.45346869712351945
429,1,0,0.0375,0,1,0,0,0.5871404399323181
430,1,0,0.0,0,0,0,1,0.6040609137055838
431,1,0,0.0125,0,2,0,0,0.6548223350253807
432,1,0,0.0375,0,1,0,0,0.7495769881556683
433,1,0,0.0,0,0,0,1,0.001692047377326565
434,1,0,0.0,0,0,0,0,0.25888324873096447
435,0,0,0.0,0,0,0,0,0.25888324873096447
436,0,0,0.0,0,2,0,0,0.038917089678511
437,1,0,0.0125,0,0,0,0,0.00338409475465313
438,1,0,0.0125,0,1,1,0,0.9018612521150592
439,0,0,0.2,28,1,1,0,0.805414551607445
440,0,0,0.0,0,0,0,0,0.22504230118443316
441,0,0,0.0625,0,1,0,0,0.4179357021996616
442,1,0,0.0375,0,1,0,0,0.6514382402707276
443,0,0,0.0,0,0,0,0,0.6988155668358714
444,0,0,0.0,14,2,0,1,0.6700507614213198
445,1,0,0.0,0,1,0,0,0.01353637901861252
446,1,0,0.225,29,1,0,0,0.7021996615905245
447,1,0,0.0625,0,1,0,0,0.937394247038917
448,0,0,0.025,0,1,1,0,0.3570219966159052
449,1,1,0.5,0,0,0,0,0.011844331641285956
450,0,0,0.0,0,0,0,0,0.3790186125211506
451,0,0,0.025,0,1,0,0,1.0
452,0,0,0.0,0,2,0,1,0.43824027072758037
453,1,0,0.15,0,1,0,0,0.751269035532995
454,1,1,0.15,0,1,1,0,0.6514382402707276
455,0,0,0.0,0,0,0,0,0.00338409475465313
456,1,0,0.0,0,2,1,0,0.727580372250423
457,1,0,0.0375,0,1,0,0,0.2927241962774958
458,1,0,0.025,0,1,1,0,0.5871404399323181
459,1,0,0.275,0,1,1,0,0.9035532994923858
460,0,0,0.0375,0,1,1,0,0.6582064297800339
461,0,0,0.075,30,1,0,0,0.7495769881556683
462,1,0,0.025,0,1,0,0,0.7868020304568528
463,1,0,0.0125,0,1,1,0,0.6395939086294417
464,1,1,1.0,0,1,1,0,0.8849407783417935
465,1,0,0.0375,0,2,1,0,0.622673434856176
466,1,0,0.0375,0,1,1,0,0.6091370558375635
467,0,0,0.0375,0,1,1,0,0.937394247038917
468,1,0,0.0,0,0,0,0,0.5499153976311336
469,1,0,0.1,0,1,1,0,0.6700507614213198
470,0,0,0.0375,0,1,0,0,0.5025380710659898
471,0,0,0.0,0,0,0,0,0.18781725888324874
472,1,0,0.0,0,0,0,0,0.5329949238578681
473,1,0,0.0375,0,1,1,0,0.17089678510998307
474,1,0,0.0,0,0,0,0,0.001692047377326565
475,1,0,0.0,0,0,0,0,0.034690100792612574
476,0,0,0.0,31,1,0,0,0.5871404399323181
477,1,0,0.075,0,1,1,0,0.6395939086294417
478,1,0,0.0375,0,1,1,0,0.4179357021996616
479,0,0,0.0625,0,1,1,0,0.937394247038917
480,1,0,0.125,0,1,1,0,0.9170896785109983
481,0,0,0.025,0,1,0,0,0.6582064297800339
482,1,0,0.0,0,0,0,0,0.25888324873096447
483,1,0,0.0625,0,1,0,0,0.6395939086294417
484,0,0,0.025,0,1,0,0,0.937394247038917
485,1,0,0.0875,0,1,1,0,0.38747884940778343
486,1,0,0.0,0,0,0,1,0.1692047377326565
487,1,0,0.0,0,1,0,0,0.6548223350253807
488,1,0,0.0625,0,1,0,0,0.7343485617597293
489,1,0,0.025,0,1,0,0,0.21996615905245348
490,0,0,0.0,0,0,0,0,0.001692047377326565
491,1,0,0.0125,0,2,1,0,0.43824027072758037
492,1,0,0.075,0,1,0,0,0.6514382402707276
493,1,0,0.2125,0,1,0,0,0.07952622673434856
494,1,0,0.0,0,1,0,0,0.2893401015228426
495,0,0,0.0125,0,2,0,0,0.7851099830795262
496,0,0,0.0,0,2,0,1,0.6548223350253807
497,0,0,0.0125,0,1,1,0,0.9475465313028765
498,1,0,0.025,0,1,1,0,0.25549915397631134
499,1,0,0.0,0,0,0,0,0.2571912013536379
500,0,0,0.0625,0,1,1,0,0.9153976311336718
501,1,0,0.0375,32,2,0,0,0.9526226734348562
502,1,0,0.05,0,1,1,0,0.26903553299492383
503,1,0,0.0375,0,1,1,0,0.8849407783417935
504,1,0,0.0,0,1,0,0,0.6091370558375635
505,1,0,0.0125,0,1,0,0,0.805414551607445
506,0,0,0.0125,0,1,0,0,0.32825719120135366
507,0,0,0.0125,0,1,1,0,1.0
508,0,0,0.0,0,1,0,1,0.6345177664974619
